岗位名称,工作地点,岗位薪资,经验要求,学历要求,岗位标签,企业名称,企业行业,企业规模,融资状况
智驾大模型-感知规控一体化端到端大模型,重庆,40-70k·14薪,3-5年,学历不限,Unknown,某重庆整车制造上市公司,整车制造,10000人以上,已上市
CV大模型—智慧城市,重庆-渝北区,50-70k·20薪,5-10年,硕士,"人工智能领域,大数据领域,云计算领域,建筑领域",某重庆大型IT服务公司,IT服务,10000人以上,融资未公开
大模型安全算法工程师,重庆,15-30k·15薪,5-10年,统招本科,算法研究,某重庆整车制造上市公司,整车制造,10000人以上,已上市
大模型安全算法工程师,重庆,15-25k,3-5年,硕士,算法研究,某重庆大型整车制造公司,整车制造,10000人以上,Unknown
大模型安全算法工程师,重庆-江北区,20-40k·15薪,3-5年,硕士,算法研究,国内某知名汽车行业,汽车研发,10000人以上,已上市
大模型算法工程师,重庆-渝北区,50-75k,5-10年,硕士,"CNN,深度学习",某成都计算机软件公司,计算机软件,Unknown,Unknown
长安科技-交互认知算法工程师（大模型方向）J18888,重庆,14-15k,1-3年,本科,深度学习,长安汽车,整车制造,10000人以上,已上市
CV-大模型,重庆,40-70k,5-10年,统招本科,Unknown,某知名公司,IT服务,10000人以上,融资未公开
大模型算法开发工程师,重庆,25-30k,3-5年,本科,PyTorch,某北京通信设备上市公司,通信设备,10000人以上,已上市
座舱大模型App开发,重庆,30-40k,3-5年,统招本科,Unknown,某重庆新能源汽车上市公司,新能源汽车,10000人以上,已上市
大模型训练师 - Stable Diffusion专家,重庆-渝中区,7-10k,1-3年,本科,Unknown,华智未来(重庆)科技有限公司,计算机软件,50-99人,Unknown
CV大模型,重庆,30-60k·15薪,5-10年,统招本科,"CNN,深度学习",某重庆大型IT服务公司,IT服务,10000人以上,融资未公开
AI大模型主管/经理,重庆-永川区,10-17k,3-5年,本科,Unknown,重庆创宇后天信息技术有限公司,互联网,100-499人,Unknown
CV大模型专家,重庆-渝北区,35-45k,5-10年,统招本科,"深度学习,自然语言处理",某大型知名IT服务公司,IT服务,10000人以上,融资未公开
产品经理【AI大模型-事业单位】,重庆,20-35k,5-10年,学历不限,"质量管理,人工智能,项目管理师",某专业技术服务公司,专业技术服务,100-499人,Unknown
大模型销售经理（重庆）,重庆-九龙坡区,10-20k,3-5年,本科,"团队管理,市场洞察,智能办公,客户管理,渠道销售,渠道管理",沪渝人工智能研究院,专业技术服务,100-499人,Unknown
AI大模型图形工程师,重庆-渝中区,10-15k,1-3年,本科,"算法优化,优化算法,GAN",华智未来(重庆)科技有限公司,计算机软件,50-99人,Unknown
AI产品专家（呼叫中心+ai/大模型+智能催收）,重庆,80-110k,5-10年,统招本科,"平台产品,科研/技术服务,产品规划,用户研究,产品设计,市场调研",某大型知名科技金融公司,科技金融,2000-5000人,C轮
字节跳动AI大模型视图数据运营-AI机器模型,重庆-渝中区,8-12k·15薪,1-3年,本科,"AI标注大模型训练,供应商外包组管理,数据标注,文本标注,视频标注,AI产品,标注方法优化",字节跳动,互联网,10000人以上,其他
AI算法工程师,重庆,8-12k,1-3年,本科,"算法研究,算法开发,算法识别,Python,Java,Scala,SQL,Shell",某北京通信设备上市公司,通信设备,10000人以上,已上市
人工智能算法工程师,重庆-江北区,20-35k,1-3年,硕士,"GPT,检测算法,自然语言处理,语言模型,算法研究,目标检测,Python,算法设计,算法开发",长安汽车,整车制造,10000人以上,已上市
人工智能算法工程师,重庆-江北区,15-25k·14薪,1-3年,硕士,"目标检测,语言模型,GPT,检测算法",长安汽车,整车制造,10000人以上,已上市
算法工程师-头部品牌五险一金,重庆,30-60k·14薪,5-10年,统招本科,"算法开发,大数据算法,数据开发",某重庆整车制造上市公司,整车制造,10000人以上,已上市
AI专家,重庆,250-500k·20薪,10年以上,本科,"自然语言处理,深度学习,大数据算法",某知名公司,科技推广服务,1-49人,Unknown
高级算法工程师,重庆-渝中区,40-70k,10年以上,统招本科,"大数据算法,云计算/大数据,大数据,汽车领域",某重庆大型新能源汽车公司,新能源汽车,1000-2000人,B轮
算法工程师,重庆,30-60k·14薪,10年以上,统招本科,"算法开发,大数据算法,数据开发",某重庆大型新能源汽车公司,新能源汽车,1000-2000人,B轮
算法工程师（！14薪）,重庆-渝中区,30-60k·14薪,10年以上,统招本科,"算法设计,算法研究,算法优化",某重庆大型新能源汽车公司,新能源汽车,1000-2000人,B轮
人工智能高级业务经理,重庆,30-45k,10年以上,统招本科,"安全产品,信息安全,汽车行业",某重庆新能源汽车上市公司,新能源汽车,10000人以上,已上市
算法工程师,重庆-沙坪坝区,12-25k·13薪,1-3年,本科,"深度学习,视觉算法,控制算法",重庆金康赛力斯新能源汽车设计院有限公司,整车制造,500-999人,Unknown
NLP研发工程师,重庆-渝北区,15-25k·13薪,3-5年,本科,"C/C++,Python,算法开发,算法研究",某重庆大型通信设备公司,通信设备,1000-2000人,融资未公开
NLP算法工程师,重庆,25-30k,3-5年,本科,"知识图谱,算法开发,PyTorch",某北京通信设备上市公司,通信设备,10000人以上,已上市
算法工程师,重庆-沙坪坝区,15-35k·14薪,1-3年,本科,"算法研究,算法优化,算法测试",重庆金康赛力斯新能源汽车设计院有限公司,整车制造,500-999人,Unknown
AI开发工程师,重庆-璧山区,30-60k·20薪,5年以上,统招本科,"深度学习,C语言,C/C++,C++,TensorFlow,PyTorch,深度学习框架",位图信息,电子/半导体/集成电路,50-99人,Unknown
算法工程师,重庆-沙坪坝区,10-30k·13薪,经验不限,本科,"算法优化,定位算法",重庆金康赛力斯新能源汽车设计院有限公司,整车制造,500-999人,Unknown
算法工程师,重庆-沙坪坝区,15-30k,经验不限,本科,"深度学习,视觉算法",重庆金康赛力斯新能源汽车设计院有限公司,整车制造,500-999人,Unknown
算法技术文档与培训工程师,重庆-渝北区,13-23k,经验不限,统招本科,"Python,算法测试,深度学习,定位算法,图像处理,强化学习,PyTorch,OpenCV",重庆长安工业(集团)有限责任公司,机械/设备,5000-10000人,Unknown
算法工程师,重庆-沙坪坝区,14-28k,3-5年,本科,"视觉算法,数据分析,算法开发,C++,Python,算法优化,图像处理",重庆金康赛力斯新能源汽车设计院有限公司,整车制造,500-999人,Unknown
算法外协管理专员-znpt,重庆-渝北区,15-30k,3-5年,硕士,"DQN,强化学习,Q-learning,深度学习",重庆长安工业(集团)有限责任公司,机械/设备,5000-10000人,Unknown
算法开发工程师（NLP）,重庆-渝中区,20-30k·13薪,3-5年,统招本科,"大模型微调算法开发,算法开发,自然语言处理,深度学习,强化学习,文本挖掘模型,知识图谱,NLP,PyTorch,Huggingface Tran",某知名公司,通信设备,Unknown,Unknown
大模型云服务开发,重庆,30-40k·14薪,3-5年,统招本科,Unknown,某重庆新能源汽车上市公司,新能源汽车,10000人以上,已上市
AI产品经理,重庆,20-35k·13薪,5-10年,本科,"AI人工智能产品,人工智能,产品设计,产品规划,需求调研,市场调研,用户研究,团队管理",某知名公司,专业技术服务,100-499人,Unknown
AI产品经理,重庆,30-35k,5-10年,本科,"AI人工智能产品,人工智能,产品设计,产品规划,需求调研,市场调研,用户研究,团队管理",某重庆专业技术服务公司,专业技术服务,100-499人,Unknown
预期功能安全工程师（AI）,重庆-渝北区,12-24k,1-3年,硕士,"智能驾驶,AI,计算机视觉,自动驾驶仿真",中国汽车工程研究院股份有限公司,整车制造,1000-2000人,已上市
AI安全技术专家,重庆,60-90k,5-10年,统招本科,Unknown,某知名公司,IT服务,10000人以上,融资未公开
算法工程师,重庆-渝中区,10-20k,3-5年,本科,"深度学习,深度学习框架",华智未来(重庆)科技有限公司,计算机软件,50-99人,Unknown
AI安全技术专家,重庆,70-100k,5-10年,学历不限,Unknown,某重庆大型IT服务公司,IT服务,10000人以上,融资未公开
AI算法工程师,重庆,30-50k,3-5年,本科,"深度学习,Matlab,深度学习框架",某重庆大型专业技术服务公司,专业技术服务,5000-10000人,Unknown
AI产品负责人,重庆,50-70k·16薪,10年以上,本科,"AI人工智能产品,人工智能,产品规划,用户研究,产品优化",某知名公司,人工智能,2000-5000人,Unknown
AI安全技术专家,重庆,50-80k,5-10年,硕士,"安全运维,信息安全运维",某知名上市公司,通信设备,10000人以上,已上市
金融方向AI产品经理,重庆-渝北区,15-20k,5-10年,统招本科,"金融产品经理,AI人工智能产品",云从科技,计算机软件,1000-2000人,科创板上市
消金-高级算法专家,重庆,90-120k·16薪,5-10年,硕士,Unknown,某知名公司,计算机软件,10000人以上,战略融资
高级算法专家,重庆,55-85k·16薪,5-10年,硕士,Unknown,某杭州知名公司,计算机软件,10000人以上,战略融资
车载AI产品经理 (MJ000406),重庆-渝北区,15-25k·16薪,3-5年,本科,"语音产品,汽车行业,产品设计,产品规划,Axure,Xmind",梧桐车联(北京)网络科技有限公司,物联网,500-999人,Unknown
决策类AI模型部署工程师,重庆,15-25k,3-5年,硕士,"深度学习,DQN,强化学习,Q-learning,算法研究,深度学习框架",某重庆大型整车制造公司,整车制造,10000人以上,Unknown
决策算法工程师,重庆,15-25k,3-5年,硕士,"DQN,强化学习,深度学习,Q-learning,算法研究,深度学习框架",某重庆大型整车制造公司,整车制造,10000人以上,Unknown
高级算法专家,重庆,45-75k·16薪,5-10年,统招本科,Unknown,某杭州知名公司,计算机软件,10000人以上,战略融资
算法工程师（管网方向）,重庆-沙坪坝区,25-35k,3-5年,硕士,"算法开发,C++,Python,深度学习,图像处理,TensorFlow,PyTorch,Keras",重庆富世嘉业电子科技有限公司,通信设备,50-99人,Unknown
高级算法工程师,重庆-渝北区,20-40k,3-5年,硕士,"内容推荐,分布式算法,深度学习,TensorFlow,PyTorch",马上消费,科技金融,2000-5000人,Unknown
强化学习算法工程师,重庆-渝北区,22-50k·15薪,5-10年,硕士,"算法优化,算法研究,Python,深度学习,强化学习,TensorFlow,PyTorch",长安汽车,整车制造,10000人以上,已上市
长安科技-决策算法工程师(J21641),重庆-渝北区,薪资面议,5-10年,硕士,"深度学习,DQN,强化学习,Q-learning,算法研究,深度学习框架",长安汽车,整车制造,10000人以上,已上市
决策算法开发工程师,重庆-渝北区,18-45k·15薪,5-10年,硕士,"自动驾驶,DQN,优化算法,强化学习,算法优化",长安汽车,整车制造,10000人以上,已上市
算法工程师,重庆-沙坪坝区,25-35k,3-5年,硕士,"C++,Python,深度学习,强化学习,PyTorch,OpenCV,Keras,Caffe,TensorFlow,算法开发",重庆富世恒睿物联网科技有限公司,科技推广服务,1-49人,Unknown
算法工程师380700,重庆-渝中区,10-20k,3-5年,本科,Unknown,同道猎聘集团,互联网,2000-5000人,港股上市
AI安全技术专家,重庆-渝北区,35-40k,3-5年,硕士,Unknown,某大型知名IT服务公司,IT服务,10000人以上,融资未公开
算法与机器人岗,重庆-荣昌区,20-25k,经验不限,博士,Unknown,生猪技术创新中心(重庆),,Unknown,Unknown
大模型测评专家,广州-天河区,25-26k·15薪,5-10年,硕士,"大模型,测试开发,NLP",广州数据集团有限公司,云计算/大数据,50-99人,Unknown
高级JAVA开发（保险大模型系统）,广州-黄埔区,20-30k,5-10年,本科,"AI,Python,RAG,AI Agent,langchain,ollama,大模型,保险系统",恒生保泰(广东)科技有限公司,计算机软件,500-999人,融资未公开
大模型算法研发,广州-海珠区,15-30k·18薪,3-5年,硕士,"深度学习,自然语言处理,算法研究,算法设计",联通(广东)产业互联网有限公司,互联网,1000-2000人,Unknown
产品经理（大模型产品，广州）,广州-黄埔区,20-30k,5-10年,本科,"策略产品,产品优化,用户研究,产品规划,需求分析,产品设计,市场调研,数据分析,团队管理,竞品分析",凯通科技股份有限公司,计算机软件,100-499人,Unknown
大模型研发工程师,广州-黄埔区,30-50k,3-5年,硕士,Unknown,佳都科技集团股份有限公司,计算机软件,2000-5000人,沪深A股上市
大模型研发专家,广州-黄埔区,50-80k,5-10年,硕士,数据建模,佳都科技集团股份有限公司,计算机软件,2000-5000人,沪深A股上市
高级大模型研发工程师,广州-黄埔区,30-50k,5-10年,硕士,数据建模,佳都科技集团股份有限公司,计算机软件,2000-5000人,沪深A股上市
大模型研发工程师,广州-黄埔区,18-35k,3-5年,硕士,数据建模,佳都科技集团股份有限公司,计算机软件,2000-5000人,沪深A股上市
大模型算法工程师,广州-海珠区,30-50k,3-5年,统招本科,Unknown,腾讯家居,广告/公关/会展,100-499人,Unknown
大模型算法工程师（NLP）,广州-越秀区,10-20k,3-5年,统招本科,Unknown,腾讯家居,广告/公关/会展,100-499人,Unknown
大模型系统研发专家,广州,45-75k·16薪,5-10年,统招本科,Unknown,某知名公司,机械/设备,100-499人,融资未公开
大模型算法工程师,广州-海珠区,25-35k·18薪,3-5年,硕士,"大模型,多模态,深度学习,AI",某广州大型互联网公司,互联网,1000-2000人,不需要融资
算法专家（大模型）,广州,40-60k·16薪,5-10年,硕士,"深度学习,语言模型,深度学习框架",某广州大型互联网公司,互联网,1000-2000人,不需要融资
自动驾驶算法(大模型方向)工程师 —北上广,广州,25-40k,3-5年,学历不限,"深度学习,深度学习框架",某知名人工智能公司,人工智能,1000-2000人,D轮及以上
